symbol,yahoo_symbol,company_name,nse_company_name,isin,sector,industry,price,market_cap_cr,trailing_pe,forward_pe,price_to_book,roe_percent,debt_to_equity_percent,revenue_growth_percent,earnings_growth_percent,profit_margin_percent,operating_margin_percent,dividend_yield_percent,cash_conversion_ratio,beta,fifty_two_week_high,fifty_two_week_low,fifty_two_week_position,quality_score,growth_score,valuation_score,size_liquidity_score,buffett_munger_score,graham_value_score,lynch_garp_score,fisher_growth_score,greenblatt_score,marks_risk_score,india_compounder_score,entry_score,quant_score,investor_master_score,estimated_fair_value,strong_buy_below,accumulate_below,expensive_above,quant_zone,red_flags,investor_style_match,notes,base_quant_score,enhanced_screener_score,screener_data_available,company_name_screener,screener_url,fetched_at,used_cache,status,roce_percent,roe_percent_screener,sales_growth_5y,profit_growth_5y,promoter_holding,promoter_holding_change_4q,promoter_pledge_percent,fii_holding,dii_holding,fii_holding_change_4q,dii_holding_change_4q,operating_cash_flow_5y,capex_5y,free_cash_flow_5y,cash_conversion_5y,fcf_calculation_method,current_pe,median_pe_5y,price_to_median_pe,latest_quarter_sales_growth,latest_quarter_profit_growth,quarterly_sales_consistency,quarterly_profit_consistency,net_interest_margin,gross_npa_percent,net_npa_percent,casa_ratio,capital_adequacy_ratio,data_completeness_score,sector_scoring_group
PERSISTENT,PERSISTENT.NS,Persistent Systems Limited,Persistent Systems Limited,INE262H01021,Technology,Information Technology Services,5001.9,78145.21,42.103535,28.639307,9.984012,26.349002,6.092,25.1,32.1,12.646,16.252,71.0,0.94746180176613,0.121,6599.0,4244.5,0.3217,88.8,100.0,51.91,100.0,76.1,52.0,84.01,94.83,70.35,100.0,86.46,59.14,78.85,78.85,4752.0,3801.6,4276.8,5702.4,HIGH PRIORITY QUALITATIVE CHECK,,Buffett-Munger Quality; Peter Lynch GARP; Philip Fisher Growth; Indian QGLP Compounder,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",78.85,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANDHANBNK,BANDHANBNK.NS,Bandhan Bank Limited,Bandhan Bank Limited,INE545U01014,Financial Services,Banks - Regional,165.84,26718.5,23.7934,8.056951,1.043255,4.877,,119.3,68.0,12.972,26.448,71.0,-11.433297285245931,0.8,220.76,134.25,0.3652,48.31,100.0,83.71,88.36,67.34,70.03,96.48,84.0,66.01,66.34,76.9,92.81,78.63,78.63,278.8,167.28,223.04,334.56,WATCHLIST - QUALITATIVE CHECK OPTIONAL,Weak ROE below 8%; Weak cash conversion,Peter Lynch GARP; Philip Fisher Growth; Indian QGLP Compounder; Attractive Entry Zone,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",78.63,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZYDUSLIFE,ZYDUSLIFE.NS,Zydus Lifesciences Limited,Zydus Lifesciences Limited,INE010B01027,Healthcare,Drug Manufacturers - Specialty & Generic,1113.8,111101.97,22.222668,23.620708,4.133851,18.318,42.304,16.2,8.7,18.565,18.972,9.0,0.4199603029349464,0.399,1181.5,835.5,0.8043,80.74,74.83,75.43,100.0,78.64,70.58,67.9,72.66,78.09,89.16,80.79,71.54,78.58,78.58,1674.01,1339.21,1506.61,2008.81,HIGH PRIORITY QUALITATIVE CHECK,Weak cash conversion,Buffett-Munger Quality; Greenblatt Quality+Value; Indian QGLP Compounder,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",78.58,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OFSS,OFSS.NS,Oracle Financial Services Software Limited,Oracle Financial Services Software Limited,INE881D01027,Technology,Software - Infrastructure,10843.0,94415.98,38.432636,27.888376,12.058027,32.606,0.415,20.3,30.6,34.401,50.402,572.0,0.9996210971081632,0.423,11979.0,6234.5,0.8022,98.0,100.0,47.27,100.0,88.35,52.0,85.36,98.78,72.64,100.0,88.75,48.14,78.48,78.48,11285.2,9028.16,10156.68,13542.24,HIGH PRIORITY QUALITATIVE CHECK,,Buffett-Munger Quality; Peter Lynch GARP; Philip Fisher Growth; Indian QGLP Compounder,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",78.48,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPIL,KPIL.NS,Kalpataru Projects International Limited,Kalpataru Projects International Limited,INE220B01022,Industrials,Engineering & Construction,1297.9,22164.57,21.3295,14.517897,2.8501785,14.513999,45.814,10.1,89.4,3.832,6.935999499999999,83.0,1.475294528617357,0.367,1479.6,1007.1,0.6154,62.76,86.73,79.55,86.08,55.43,74.36,91.5,73.24,71.16,91.84,76.81,86.56,78.0,78.0,2434.0,1703.8,2068.9,2920.8,WATCHLIST - QUALITATIVE CHECK OPTIONAL,,Peter Lynch GARP; Indian QGLP Compounder; Attractive Entry Zone,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",78.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECHM,TECHM.NS,Tech Mahindra Limited,Tech Mahindra Limited,INE669C01036,Technology,Information Technology Services,1555.8,137820.41,26.870466,17.910334,4.652401,,7.269,17.7,28.3,8.6780004,14.409,327.0,,0.173,1854.0,1304.1,0.4577,63.66,97.41,70.19,100.0,64.39,71.07,91.54,78.53,66.92,100.0,80.54,76.9,78.0,78.0,2316.0,1621.2,1968.6,2779.2,WATCHLIST - QUALITATIVE CHECK OPTIONAL,,Peter Lynch GARP; Philip Fisher Growth; Indian QGLP Compounder; Attractive Entry Zone,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",78.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YESBANK,YESBANK.NS,Yes Bank Limited,Yes Bank Limited,INE528G01035,Financial Services,Banks - Regional,22.93,71969.85,19.108334,12.6579485,1.4557806,7.095,,19.8,11.8,22.045,54.693000000000005,,-3.79654053047812,0.47,25.78,17.2,0.6678,53.0,83.75,88.45,100.0,71.84,63.29,80.6,68.23,70.72,70.0,76.36,88.18,77.98,77.98,48.0,28.8,38.4,57.6,WATCHLIST - QUALITATIVE CHECK OPTIONAL,Weak ROE below 8%; Weak cash conversion,Peter Lynch GARP; Indian QGLP Compounder; Attractive Entry Zone,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",77.98,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANKBARODA,BANKBARODA.NS,Bank of Baroda Limited,Bank of Baroda,INE028A01039,Financial Services,Banks - Regional,243.15,125741.67,6.3869185,5.6242123,0.7580812,12.738,,-7.6,7.1,31.175000000000004,38.452998,346.0,-7.345052300789785,0.421,325.5,230.81,0.1303,66.11,40.02,100.0,100.0,81.36,85.0,70.92,53.84,83.06,70.0,70.14,100.0,77.84,77.84,380.7,266.49,323.59,456.84,HIGH PRIORITY QUALITATIVE CHECK,Negative revenue growth; Weak cash conversion,Buffett-Munger Quality; Graham/Klarman Value; Greenblatt Quality+Value; Attractive Entry Zone,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",77.84,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LICHSGFIN,LICHSGFIN.NS,LIC Housing Finance Limited,LIC Housing Finance Limited,INE115A01026,Financial Services,Mortgage Finance,533.7,29356.86,5.2385163,4.7394137,0.70870847,14.409,642.522,4.4,8.6,65.779,81.481004,186.0,-1.5175465532622825,0.258,623.35,458.9,0.4548,63.61,52.84,100.0,89.68,79.99,80.0,78.78,57.01,81.81,61.94,71.57,95.9,77.8,77.8,2190.42,1533.29,1861.86,2628.5,WATCHLIST - QUALITATIVE CHECK OPTIONAL,Debt/equity above 200%; Weak cash conversion,Buffett-Munger Quality; Graham/Klarman Value; Peter Lynch GARP; Greenblatt Quality+Value; Attractive Entry Zone,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",77.8,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHPC,NHPC.NS,NHPC Limited,NHPC Limited,INE848E01016,Utilities,Utilities - Renewable,80.25,80611.4,28.971119,12.5390625,1.9502298,9.021,113.111,19.2,70.6,32.421002,19.674,238.0,0.8746275846908661,0.184,89.22,71.62,0.4903,67.59,99.1,77.13,100.0,72.33,66.9,94.54,83.98,72.36,87.21,83.81,78.33,77.67,77.67,110.8,77.56,94.18,132.96,HIGH PRIORITY QUALITATIVE CHECK,,Peter Lynch GARP; Philip Fisher Growth; Indian QGLP Compounder; Attractive Entry Zone,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",81.19,69.45,True,NHPC Ltd,https://www.screener.in/company/NHPC/consolidated/,2026-07-23T13:42:54,False,ok,5.73,9.29,2.0,25.0,61.39,-6.01,,12.29,14.54,2.98,3.91,24867.0,19142.4,5724.6,1.264,investing_cash_flow_proxy_discounted,21.4,,,19.98,68.37,75.0,75.0,,,,,,84.62,commodity_cyclical
AIAENG,AIAENG.NS,AIA Engineering Limited,AIA Engineering Limited,INE212H01026,Industrials,Specialty Industrial Machinery,4582.0,42759.39,33.634296,30.53538,5.327083,16.951999,0.128,9.4,38.0,28.737,26.357000000000003,35.0,0.4656913650226957,0.266,5180.0,3001.1,0.7255,86.95,85.15,62.75,96.38,84.34,66.08,85.13,86.03,74.85,93.28,82.98,61.82,77.67,77.67,5449.2,4359.36,4904.28,6539.04,HIGH PRIORITY QUALITATIVE CHECK,Weak cash conversion,Buffett-Munger Quality; Peter Lynch GARP; Philip Fisher Growth; Indian QGLP Compounder,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",77.67,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICICIBANK,ICICIBANK.NS,ICICI Bank Limited,ICICI Bank Limited,INE090A01021,Financial Services,Banks - Regional,1434.6,1029078.36,18.8243,15.261702,2.7048683,16.073999,,11.4,13.8,27.531,38.509998,83.0,,0.235,1500.0,1187.6,0.7907,73.08,76.76,83.29,100.0,81.85,66.82,79.95,75.55,78.19,82.0,80.26,84.17,77.3,77.3,2568.28,1797.8,2183.04,3081.94,TOP CANDIDATE - STRONG BUY ZONE FOR QUALITATIVE CHECK,Sector-specific manual review required: bank,Buffett-Munger Quality; Peter Lynch GARP; Philip Fisher Growth; Greenblatt Quality+Value; Indian QGLP Compounder; Attractive Entry Zone,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",80.77,69.19,True,ICICI Bank Ltd,cache,2026-07-23T13:43:09,True,ok,7.2,16.1,24.0,17.0,,,,34.48,39.94,-11.35,-4.83,401754.0,205552.2,196201.8,1.821,investing_cash_flow_proxy_discounted,18.8,,,2.49,9.24,100.0,75.0,,,,,,76.92,bank
UPL,UPL.NS,UPL Limited,UPL Limited,INE628A01036,Basic Materials,Agricultural Inputs,607.0,51308.75,27.195341,12.663612,1.476857,5.614,57.128,17.7,24.4,3.708,14.95,99.0,4.241360553154611,0.535,812.2,563.15,0.1761,49.76,96.75,80.77,100.0,59.31,75.76,88.85,74.29,65.27,87.14,77.59,84.23,77.28,77.28,892.8,535.68,714.24,1071.36,WATCHLIST - QUALITATIVE CHECK OPTIONAL,Weak ROE below 8%,Graham/Klarman Value; Peter Lynch GARP; Indian QGLP Compounder; Attractive Entry Zone,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",77.28,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIPORTS,ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited,Adani Ports and Special Economic Zone Limited,INE742F01042,Industrials,Marine Shipping,1778.5,409759.12,30.54792,23.053013,4.2701592,15.592,64.051,26.5,3.6,33.060002,41.182,41.0,1.5895608025315846,0.512,1891.1,1290.5,0.8125,86.98,68.32,67.9,100.0,86.42,63.45,52.26,67.59,77.44,92.31,79.52,69.12,77.16,77.16,2247.29,1797.83,2022.56,2696.75,HIGH PRIORITY QUALITATIVE CHECK,,Buffett-Munger Quality; Greenblatt Quality+Value; Indian QGLP Compounder,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",77.16,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANANTRAJ,ANANTRAJ.NS,Anant Raj Limited,Anant Raj Limited,INE242C01024,Real Estate,Real Estate - Development,587.15,21130.17,37.06755,20.11247,3.65025,11.175,11.703,19.6,22.0,22.178,23.276,16.0,-0.7805517797704772,0.369,743.65,403.0,0.5406,77.81,96.25,64.14,85.57,77.67,61.49,80.03,85.48,70.97,90.86,81.77,65.93,77.16,77.16,633.6,506.88,570.24,760.32,HIGH PRIORITY QUALITATIVE CHECK,Weak cash conversion,Buffett-Munger Quality; Peter Lynch GARP; Philip Fisher Growth; Indian QGLP Compounder,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",77.16,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTPC,NTPC.NS,NTPC Limited,NTPC Limited,INE733E01010,Utilities,Utilities - Regulated Electric,348.6,338025.8,11.4558,12.308836,1.6644068,13.695,118.127,8.0,-1.6,14.437,18.428,324.0,1.8815922044377669,0.28,414.4,315.55,0.3343,73.11,38.0,99.23,100.0,78.75,84.15,51.1,49.94,86.17,80.91,71.83,88.08,77.0,77.0,453.41,317.39,385.4,544.09,HIGH PRIORITY QUALITATIVE CHECK,Negative earnings growth,Buffett-Munger Quality; Graham/Klarman Value; Greenblatt Quality+Value; Attractive Entry Zone,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",77.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUBANK,AUBANK.NS,AU Small Finance Bank Limited,AU Small Finance Bank Limited,INE949L01017,Financial Services,Banks - Regional,978.7,73271.59,28.608595,16.160984,3.662306,,,37.1,62.6,21.372999,35.549998,9.0,,,1090.4,682.15,0.7264,61.0,100.0,70.99,100.0,72.75,57.12,95.04,88.0,66.0,70.0,80.55,71.77,76.85,76.85,1368.4,957.88,1163.14,1642.08,WATCHLIST - QUALITATIVE CHECK OPTIONAL,,Peter Lynch GARP; Philip Fisher Growth; Indian QGLP Compounder,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",76.85,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANGELONE,ANGELONE.NS,Angel One Limited,Angel One Limited,INE732I01021,Financial Services,Capital Markets,306.05,27958.25,27.596933,17.298653,4.5566883,,129.314,23.0,100.0,20.698,24.655001,162.0,,0.095,360.45,208.63,0.6417,64.39,100.0,69.78,88.98,72.28,59.41,95.31,87.8,67.09,84.04,79.84,73.1,76.79,76.79,443.6,310.52,377.06,532.32,WATCHLIST - QUALITATIVE CHECK OPTIONAL,,Peter Lynch GARP; Philip Fisher Growth; Indian QGLP Compounder,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",76.79,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLAND,GLAND.NS,Gland Pharma Limited,Gland Pharma Limited,INE068V01023,Healthcare,Drug Manufacturers - Specialty & Generic,2377.7,39222.46,38.159203,26.0747,3.7812872,10.532,2.738,22.3,96.4,15.975,23.201999,82.0,1.0039627673704243,0.485,2573.5,1573.6,0.8042,80.38,100.0,63.12,94.61,78.83,61.44,92.49,89.5,71.75,98.92,84.95,52.85,76.77,76.77,2492.4,1993.92,2243.16,2990.88,HIGH PRIORITY QUALITATIVE CHECK,,Buffett-Munger Quality; Peter Lynch GARP; Philip Fisher Growth; Indian QGLP Compounder,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",76.77,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESCORTS,ESCORTS.NS,Escorts Kubota Limited,Escorts Kubota Limited,INE042A01014,Industrials,Farm & Heavy Construction Machinery,2907.1,31986.06,23.419804,20.221312,2.6286619,12.0220006,1.309,21.4,0.6,20.746,10.627,112.0,1.0107577477065923,0.323,4180.0,2700.0,0.1399,79.45,56.0,78.77,90.99,71.64,78.14,48.83,54.68,79.11,98.2,74.01,83.63,76.61,76.61,3785.96,3028.77,3407.36,4543.15,HIGH PRIORITY QUALITATIVE CHECK,,Graham/Klarman Value; Greenblatt Quality+Value; Attractive Entry Zone,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",76.61,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EICHERMOT,EICHERMOT.NS,Eicher Motors Limited,Eicher Motors Limited,INE066A01021,Consumer Cyclical,Auto Manufacturers,7721.5,211953.27,38.469013,29.098406,8.43852,23.774,2.048,19.1,11.5,23.562,21.086,107.0,0.8711948242978401,0.275,8230.0,5353.0,0.8233,95.29,82.49,56.98,100.0,84.49,52.0,56.53,81.19,76.14,100.0,84.49,50.63,76.61,76.61,7848.15,6278.52,7063.34,9417.78,HIGH PRIORITY QUALITATIVE CHECK,,Buffett-Munger Quality; Philip Fisher Growth; Greenblatt Quality+Value; Indian QGLP Compounder,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",76.61,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAJAJHFL,BAJAJHFL.NS,BAJAJ HOUSING FINANCE LTD,Bajaj Housing Finance Limited,INE377Y01014,Financial Services,Mortgage Finance,84.81,70635.38,27.625406,19.211428,3.1361165,12.0570004,460.74,28.9,14.099999999999998,62.808,77.69500000000001,,-7.770397851165365,,123.12,72.65,0.2409,60.09,87.59,73.07,100.0,72.66,45.19,76.1,80.51,66.58,52.0,76.92,81.92,76.54,76.54,122.8,85.96,104.38,147.36,WATCHLIST - QUALITATIVE CHECK OPTIONAL,Debt/equity above 200%; Weak cash conversion,Peter Lynch GARP; Philip Fisher Growth; Indian QGLP Compounder; Attractive Entry Zone,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",76.54,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBICARD,SBICARD.NS,SBI Cards and Payment Services Limited,SBI Cards and Payment Services Limited,INE018E01016,Financial Services,Credit Services,622.05,59195.18,28.108902,17.163177,3.7659373,14.686,280.206,18.6,13.900000000000002,18.26,26.117,40.0,0.2275477452491526,0.245,965.0,565.45,0.1417,62.87,85.7,71.19,100.0,72.64,52.18,74.58,80.47,67.03,64.0,76.95,81.36,76.51,76.51,885.2,619.64,752.42,1062.24,WATCHLIST - QUALITATIVE CHECK OPTIONAL,Debt/equity above 200%; Weak cash conversion,Philip Fisher Growth; Indian QGLP Compounder; Attractive Entry Zone,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",76.51,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATIONALUM,NATIONALUM.NS,National Aluminium Company Limited,National Aluminium Company Limited,INE139A01034,Basic Materials,Aluminum,346.0,63547.46,10.349985,9.32866,2.9409513,29.42,0.277,-4.8,-16.7,32.489000000000004,42.758,234.0,1.11056736534308,0.611,445.15,179.93,0.6262,99.11,20.0,96.78,100.0,98.87,91.37,43.0,52.0,97.94,88.0,75.04,66.51,76.39,76.39,334.3,267.44,300.87,401.16,HIGH PRIORITY QUALITATIVE CHECK,Negative revenue growth; Negative earnings growth,Buffett-Munger Quality; Graham/Klarman Value; Greenblatt Quality+Value; Indian QGLP Compounder,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",76.39,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHYAMMETL,SHYAMMETL.NS,Shyam Metalics and Energy Limited,Shyam Metalics and Energy Limited,INE810G01011,Basic Materials,Steel,1039.75,28939.0,25.948341,15.394861,2.5707815,,8.133,23.5,20.7,5.7350002,9.275,52.0,,0.425,1090.0,746.0,0.8539,58.37,95.27,76.85,89.47,58.54,76.97,86.59,73.88,67.61,97.89,77.8,77.05,76.29,76.29,1602.8,961.68,1282.24,1923.36,WATCHLIST - QUALITATIVE CHECK OPTIONAL,,Graham/Klarman Value; Peter Lynch GARP; Indian QGLP Compounder; Attractive Entry Zone,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",76.29,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHRIRAMFIN,SHRIRAMFIN.NS,Shriram Finance Limited,Shriram Finance Limited,INE721A01047,Financial Services,Credit Services,1025.8,241365.47,19.260235,14.565058,2.9280214,16.381999999999998,276.215,24.7,,48.343,70.44399999999999,130.0,-1.3248692204381805,0.574,1108.0,566.5,0.8482,66.38,67.0,81.54,100.0,77.82,60.65,62.45,75.25,73.96,64.0,74.64,82.5,76.12,76.12,2130.4,1491.28,1810.84,2556.48,HIGH PRIORITY QUALITATIVE CHECK,Debt/equity above 200%; Weak cash conversion,Buffett-Munger Quality; Philip Fisher Growth; Attractive Entry Zone,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",76.12,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITCHOTELS,ITCHOTELS.NS,ITC HOTELS LIMITED,ITC Hotels Limited,INE379A01028,Consumer Cyclical,Resorts & Casinos,161.93,33729.63,39.113525,27.791601,2.893312,,0.634,14.8,35.9,20.283002,20.086999,61.0,,,253.67,137.3,0.2117,73.89,94.15,64.83,91.86,73.66,64.02,84.85,79.99,69.36,86.37,80.85,64.45,76.04,76.04,165.6,115.92,140.76,198.72,HIGH PRIORITY QUALITATIVE CHECK,,Peter Lynch GARP; Philip Fisher Growth; Indian QGLP Compounder,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",76.04,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJANTPHARM,AJANTPHARM.NS,Ajanta Pharma Limited,Ajanta Pharma Limited,INE031B01049,Healthcare,Drug Manufacturers - Specialty & Generic,3439.9,42976.6,40.757107,30.217993,9.491867,25.393,5.747,21.5,18.6,19.365999,23.194,157.0,0.5011268848484849,0.182,3598.8,2329.9,0.8748,92.81,92.96,53.64,96.49,83.77,52.0,73.34,92.21,73.22,99.3,85.57,45.09,75.83,75.83,3376.0,2700.8,3038.4,4051.2,HIGH PRIORITY QUALITATIVE CHECK,,Buffett-Munger Quality; Philip Fisher Growth; Indian QGLP Compounder,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",75.83,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BPCL,BPCL.NS,Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation Limited,INE029A01011,Energy,Oil & Gas Refining & Marketing,309.85,132386.05,7.726933,7.5059423,1.3220379,,54.332,38.8,,3.434,-3.9189998,637.0,,0.891,391.65,266.6,0.3459,42.57,67.0,100.0,100.0,48.41,93.8,64.15,51.0,71.28,90.94,70.0,98.08,75.79,75.79,1604.0,962.4,1283.2,1924.8,WATCHLIST - QUALITATIVE CHECK OPTIONAL,,Graham/Klarman Value; Attractive Entry Zone,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",75.79,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
